Indene_1-2-4tridichlorobenzene data file 

161 atoms

3 atom types

	-6.379311758309318	6.575304241690683	 xlo xhi
	-4.196105923896894	4.222008076103105	 ylo yhi
	-10.784503804781988	10.681579195218013	 zlo zhi
Masses
 	 1	 12.000
 	 2	 1.00784
 	 3	 35.453

Atoms

1	3	0	-2.358057758309318	-4.196105923896894	-5.318420804781988
2	1	0	-3.2171437583093176	-4.079808923896894	-6.839119804781988
3	1	0	-4.6115357583093175	-4.022419923896894	-6.850568804781988
4	2	0	-5.162345758309318	-4.049920923896894	-5.916891804781988
5	1	0	-5.295965758309318	-3.929688923896894	-8.063504804781987
6	2	0	-6.379311758309318	-3.8850479238968942	-8.073387804781987
7	1	0	-4.586587758309318	-3.8943259238968944	-9.264976804781988
8	3	0	-5.448031758309318	-3.777991923896894	-10.784503804781988
9	1	0	-3.191940758309318	-3.9517279238968945	-9.253524804781987
10	3	0	-2.298868758309318	-3.907617923896894	-10.758521804781989
11	1	0	-2.5078607583093175	-4.0444449238968945	-8.040538804781988
12	2	0	-1.4246957583093178	-4.0890199238968945	-8.031726804781988
13	3	0	-2.358057758309318	-4.196105923896894	2.6815791952180117
14	1	0	-3.2171437583093176	-4.079808923896894	1.160880195218013
15	1	0	-4.6115357583093175	-4.022419923896894	1.1494311952180123
16	2	0	-5.162345758309318	-4.049920923896894	2.0831081952180117
17	1	0	-5.295965758309318	-3.929688923896894	-0.06350480478198683
18	2	0	-6.379311758309318	-3.8850479238968942	-0.07338780478198714
19	1	0	-4.586587758309318	-3.8943259238968944	-1.2649768047819876
20	3	0	-5.448031758309318	-3.777991923896894	-2.7845038047819877
21	1	0	-3.191940758309318	-3.9517279238968945	-1.2535248047819874
22	3	0	-2.298868758309318	-3.907617923896894	-2.7585218047819877
23	1	0	-2.5078607583093175	-4.0444449238968945	-0.04053880478198835
24	2	0	-1.4246957583093178	-4.0890199238968945	-0.03172680478198764
25	3	0	-2.358057758309318	-4.196105923896894	10.681579195218013
26	1	0	-3.2171437583093176	-4.079808923896894	9.160880195218013
27	1	0	-4.6115357583093175	-4.022419923896894	9.149431195218014
28	2	0	-5.162345758309318	-4.049920923896894	10.083108195218013
29	1	0	-5.295965758309318	-3.929688923896894	7.936495195218011
30	2	0	-6.379311758309318	-3.8850479238968942	7.926612195218013
31	1	0	-4.586587758309318	-3.8943259238968944	6.735023195218012
32	3	0	-5.448031758309318	-3.777991923896894	5.215496195218012
33	1	0	-3.191940758309318	-3.9517279238968945	6.746475195218013
34	3	0	-2.298868758309318	-3.907617923896894	5.241478195218013
35	1	0	-2.5078607583093175	-4.0444449238968945	7.959461195218012
36	2	0	-1.4246957583093178	-4.0890199238968945	7.968273195218011
37	3	0	-2.358057758309318	3.8038940761031053	-5.318420804781988
38	1	0	-3.2171437583093176	3.9201910761031056	-6.839119804781988
39	1	0	-4.6115357583093175	3.9775800761031053	-6.850568804781988
40	2	0	-5.162345758309318	3.9500790761031053	-5.916891804781988
41	1	0	-5.295965758309318	4.0703110761031045	-8.063504804781987
42	2	0	-6.379311758309318	4.114952076103105	-8.073387804781987
43	1	0	-4.586587758309318	4.105674076103105	-9.264976804781988
44	3	0	-5.448031758309318	4.222008076103105	-10.784503804781988
45	1	0	-3.191940758309318	4.048272076103105	-9.253524804781987
46	3	0	-2.298868758309318	4.092382076103105	-10.758521804781989
47	1	0	-2.5078607583093175	3.955555076103106	-8.040538804781988
48	2	0	-1.4246957583093178	3.910980076103106	-8.031726804781988
49	3	0	-2.358057758309318	3.8038940761031053	2.6815791952180117
50	1	0	-3.2171437583093176	3.9201910761031056	1.160880195218013
51	1	0	-4.6115357583093175	3.9775800761031053	1.1494311952180123
52	2	0	-5.162345758309318	3.9500790761031053	2.0831081952180117
53	1	0	-5.295965758309318	4.0703110761031045	-0.06350480478198683
54	2	0	-6.379311758309318	4.114952076103105	-0.07338780478198714
55	1	0	-4.586587758309318	4.105674076103105	-1.2649768047819876
56	3	0	-5.448031758309318	4.222008076103105	-2.7845038047819877
57	1	0	-3.191940758309318	4.048272076103105	-1.2535248047819874
58	3	0	-2.298868758309318	4.092382076103105	-2.7585218047819877
59	1	0	-2.5078607583093175	3.955555076103106	-0.04053880478198835
60	2	0	-1.4246957583093178	3.910980076103106	-0.03172680478198764
61	3	0	-2.358057758309318	3.8038940761031053	10.681579195218013
