e x y z
H -13.908969205158767 9.201840482512656 8.760047272172109
C -12.185859205158767 9.065040482512655 7.488647272172109
Cl -12.365369205158768 9.013540482512655 5.129347272172112
C -10.906889205158766 9.003740482512656 7.09784727217211
Cl -10.132809205158768 8.904840482512656 4.661647272172111
C -10.051009205158767 8.982240482512656 8.21204727217211
H -9.016489205158766 8.943140482512655 8.05684727217211
Cl -8.608999205158767 16.125540482512655 -5.802552727827891
C -9.869919205158766 16.927340482512655 -7.874852727827889
C -11.146329205158768 16.909540482512654 -7.426852727827891
H -11.378049205158767 16.644640482512656 -6.39905272782789
C -12.237239205158767 17.242340482512652 -8.36225272782789
H -13.287319205158767 17.218640482512654 -8.09185272782789
C -11.780779205158767 17.264740482512657 -9.63815272782789
Cl -11.692389205158767 17.31294048251265 -12.00615272782789
C -10.462769205158768 17.246640482512653 -10.086052727827889
Cl -9.387199205158767 17.535040482512656 -12.28945272782789
C -9.389449205158767 17.205440482512657 -9.14295272782789
H -8.340449205158766 17.172140482512653 -9.40595272782789
Cl -9.961749205158767 16.187440482512656 3.129547272172111
C -10.708719205158767 17.106440482512653 1.0066472721721098
C -10.848979205158766 18.44694048251265 0.8883472721721084
H -10.679089205158768 19.159840482512656 1.6654472721721092
C -11.275569205158767 18.894340482512654 -0.45865272782788935
H -11.373629205158768 -19.511209517487345 -0.8103527278278904
C -11.317689205158768 17.858240482512656 -1.313952727827889
Cl -11.592129205158766 17.002840482512653 -3.603552727827889
C -11.111539205158767 16.529840482512654 -1.3284527278278908
Cl -11.205749205158767 14.740140482512656 -2.91105272782789
C -10.833099205158767 16.13764048251265 0.04204727217210902
H -10.611949205158766 15.114640482512653 0.2827472721721094
Cl -11.541149205158767 18.631040482512653 8.841247272172112
C -12.807379205158767 17.452040482512658 7.07654727217211
C -14.138289205158767 17.724240482512656 7.010847272172111
H -14.685666205158768 18.388240482512657 7.6461472721721115
C -14.823823205158767 16.93324048251265 5.990247272172109
H -15.834943205158767 17.034240482512658 5.77344727217211
C -14.092399205158767 16.004540482512652 5.30544727217211
Cl -13.641019205158766 14.118740482512655 3.7224472721721114
C -12.819509205158766 15.783040482512655 5.386647272172109
Cl -11.244559205158767 14.292440482512655 3.8976472721721116
C -12.054319205158766 16.580940482512652 6.298047272172109
H -10.986619205158767 16.480940482512658 6.38444727217211
C -13.156689205158766 13.396340482512654 0.04434727217211076
C -13.222259205158768 12.149240482512655 -0.6279527278278891
C -14.424680205158767 11.740340482512655 -1.2306527278278914
C -15.541540205158768 12.628840482512656 -1.1678527278278885
C -14.284149205158768 14.273040482512654 0.14234727217210974
C -15.476490205158766 13.885840482512654 -0.47255272782788893
C -16.863129205158767 12.582240482512654 -1.8514527278278905
C -16.82329920515877 14.655940482512653 -0.6632527278278886
C -17.586189205158767 13.720340482512656 -1.6072527278278912
H -12.268159205158767 13.674140482512653 0.5291472721721107
H -12.375599205158768 11.536540482512654 -0.6960527278278903
H -14.512530205158766 10.785640482512656 -1.7030527278278882
H -14.177939205158767 15.175640482512653 0.65594727217211
H -17.17924920515877 11.841540482512654 -2.538152727827889
H -16.693949205158766 15.616340482512653 -1.1287527278278908
H -17.373739205158767 14.797940482512656 0.24364727217211168
H -18.526889205158767 13.929340482512655 -2.0359527278278904
Cl -4.884039205158766 11.298040482512656 -4.710752727827892
C -5.957519205158766 11.975240482512655 -6.840752727827891
C -7.182129205158766 12.429340482512655 -6.471652727827891
H -7.5236892051587665 12.442740482512656 -5.473252727827891
C -7.943979205158767 12.906040482512656 -7.621952727827891
H -8.922589205158767 13.241840482512655 -7.48355272782789
C -7.322419205158766 12.845040482512657 -8.81565272782789
Cl -7.193689205158767 13.201740482512653 -11.29005272782789
C -6.099129205158766 12.405340482512655 -9.21735272782789
Cl -5.013039205158767 12.318440482512655 -11.29295272782789
C -5.362539205158766 11.903440482512655 -8.08085272782789
H -4.365339205158767 11.502540482512655 -8.12795272782789
Cl -2.6596392051587667 7.430240482512653 3.917347272172112
C -2.866139205158767 7.995140482512655 1.6462472721721113
C -4.174139205158767 8.286640482512654 1.2778472721721101
H -4.977639205158766 8.262940482512656 1.9812472721721086
C -4.353839205158767 8.726440482512656 -0.07795272782788842
H -5.306929205158767 8.967140482512656 -0.43265272782788955
C -3.225039205158767 8.814840482512656 -0.9210527278278882
Cl -3.938439205158767 9.687140482512655 -3.5876527278278907
C -2.0706392051587663 8.523340482512653 -0.54375272782789
Cl -1.5287392051587663 9.076240482512654 -2.894752727827889
C -1.7778392051587666 8.087840482512656 0.8060472721721084
H -0.7844392051587672 7.888040482512656 1.1072472721721098
Cl -0.45793920515876607 9.889440482512656 10.992047272172112
C -1.8993392051587676 9.500840482512656 9.339647272172112
C -1.9434392051587661 8.136040482512653 9.047947272172113
H -1.3214392051587662 7.438740482512655 9.570847272172113
C -2.7976392051587666 7.688940482512654 7.9782472721721085
H -2.865339205158767 6.669640482512653 7.6962472721721085
C -3.5827392051587665 8.629940482512653 7.295047272172109
Cl -5.090539205158766 7.723340482512656 4.969047272172109
C -3.4958392051587666 9.839140482512656 7.6461472721721115
Cl -5.105739205158766 10.000240482512654 5.906747272172112
C -2.6963392051587665 10.421340482512656 8.676347272172109
H -2.717839205158766 11.426440482512655 8.932847272172111
Cl -2.660239205158767 16.374040482512655 -4.1114527278278885
C -3.8730392051587668 16.465540482512658 -6.322952727827889
C -4.704039205158766 15.388440482512655 -6.47815272782789
H -4.823539205158767 14.624540482512655 -5.749252727827891
C -5.491999205158766 15.488440482512656 -7.70245272782789
H -6.220049205158768 14.803040482512655 -7.940352727827889
C -5.0823392051587675 16.484440482512653 -8.54895272782789
Cl -4.948839205158766 17.804440482512653 -10.69135272782789
C -4.1978392051587665 17.446440482512656 -8.39965272782789
Cl -3.4395392051587663 -20.025299517487344 -9.90255272782789
C -3.5005392051587663 17.502240482512654 -7.151452727827889
H -2.824139205158767 18.269240482512657 -6.852352727827888
Cl -1.8521392051587675 18.229540482512654 3.4789472721721104
C -2.7680392051587663 17.968140482512652 1.4837472721721099
C -4.088039205158767 17.57214048251265 1.7148472721721113
H -4.488739205158767 17.487940482512656 2.674647272172109
C -4.897739205158766 17.248540482512652 0.5566472721721105
H -5.909869205158767 16.865940482512656 0.5753472721721096
C -4.260439205158766 17.519940482512652 -0.6334527278278905
Cl -4.189639205158766 17.653640482512657 -2.9551527278278904
C -2.986939205158766 17.927340482512655 -0.8145527278278912
Cl -2.0373392051587675 18.33584048251265 -3.0194527278278898
C -2.090939205158767 18.158340482512656 0.2634472721721117
H -1.066939205158766 18.471840482512654 0.1897472721721094
Cl -2.983039205158766 15.283440482512654 10.598647272172112
C -4.202639205158766 16.156240482512658 9.099347272172107
C -5.577879205158768 15.900340482512656 9.176247272172109
H -6.041319205158766 15.310440482512655 9.934947272172113
C -6.326549205158766 16.373540482512652 8.034547272172109
H -7.3723892051587665 16.189140482512656 7.940447272172111
C -5.612759205158767 17.144840482512656 7.1398472721721085
Cl -5.793589205158767 18.585240482512653 5.277347272172111
C -4.317539205158766 17.476740482512653 7.092947272172111
Cl -3.4698392051587668 18.688540482512657 5.065547272172111
C -3.523839205158767 16.886640482512654 8.063547272172109
H -2.4538392051587667 16.940140482512653 8.010147272172109
Cl 5.572160794841233 4.601840482512655 -4.241352727827891
C 3.165560794841232 7.748540482512654 -6.678852727827891
C 2.0785607948412324 8.329040482512655 -7.26925272782789
H 1.104160794841233 7.983240482512654 -7.089152727827891
C 2.4886607948412323 9.323840482512656 -8.24755272782789
H 1.8240607948412322 9.957040482512655 -8.86305272782789
C 3.8451607948412327 9.377840482512655 -8.24305272782789
Cl 4.930260794841233 10.698540482512653 -9.71265272782789
C 4.4800607948412345 8.539240482512655 -7.358252727827891
Cl 8.119560794841233 7.5521404825126535 -8.15685272782789
C 4.4885607948412325 7.564540482512653 -6.32875272782789
H 5.352760794841233 7.150640482512655 -5.840552727827891
Cl 6.348660794841232 9.124240482512656 2.7416472721721092
C 4.785960794841232 9.162040482512653 0.915547272172109
C 3.5517607948412344 8.989840482512653 1.505447272172109
H 3.398060794841234 8.900040482512656 2.5246472721721105
C 2.4225607948412335 8.926740482512654 0.5852472721721114
H 1.3971607948412323 8.778840482512654 0.8550472721721114
C 2.807660794841235 9.091740482512654 -0.7150527278278886
Cl 2.115560794841235 9.203740482512655 -3.2204527278278903
C 3.9455607948412332 9.273640482512656 -1.3522527278278886
Cl 4.457260794841234 9.634840482512656 -3.515952727827891
C 5.073360794841234 9.307540482512655 -0.4382527278278907
H 6.061360794841233 9.433940482512655 -0.8126527278278886
Cl 6.018760794841233 8.831340482512656 11.589047272172113
C 4.5571607948412325 8.972940482512653 9.738647272172113
C 3.1859607948412343 9.061940482512655 9.976647272172112
H 2.8148607948412323 9.090240482512653 10.964347272172109
C 2.289060794841232 9.119440482512656 8.85234727217211
H 1.2435607948412315 9.240440482512655 8.954147272172111
C 2.918160794841233 9.126240482512655 7.610947272172112
Cl 2.652160794841235 9.209840482512655 5.391047272172109
C 4.208460794841232 9.074440482512655 7.295847272172111
Cl 5.2015607948412335 9.184140482512655 4.906947272172111
C 5.0643607948412335 8.995340482512654 8.45324727217211
H 6.107860794841232 8.908040482512655 8.30104727217211
Cl 6.618260794841232 16.46234048251265 -5.991352727827891
C 5.379360794841235 16.872540482512655 -7.804152727827891
C 4.060960794841234 16.685140482512658 -7.40205272782789
H 3.814960794841232 16.396140482512656 -6.36695272782789
C 3.0498607948412317 16.925940482512658 -8.38065272782789
H 2.026460794841233 16.805540482512654 -8.19025272782789
C 3.5607607948412348 17.306540482512652 -9.61145272782789
Cl 2.8989607948412317 17.848740482512653 -11.85235272782789
C 4.8219607948412335 17.469540482512656 -10.06865272782789
Cl 5.220960794841234 17.990440482512653 -12.416852727827889
C 5.838860794841233 17.24594048251265 -9.03865272782789
H 6.879160794841232 17.379040482512657 -9.225552727827889
Cl 5.006160794841234 16.615540482512657 3.52944727217211
C 4.421660794841232 16.876840482512655 1.3174472721721102
C 3.9161607948412342 18.035240482512656 0.7485472721721109
H 3.7665607948412347 18.874640482512653 1.3356472721721104
C 3.7025607948412347 18.030040482512653 -0.6831527278278884
H 3.3669607948412317 18.935040482512655 -1.1786527278278882
C 3.9264607948412316 16.847040482512654 -1.3884527278278895
Cl 3.350760794841234 17.857440482512658 -3.6932527278278897
C 4.4175607948412345 15.715240482512653 -0.81965272782789
Cl 4.208360794841232 15.018240482512654 -2.903952727827889
C 4.7187607948412325 15.737040482512656 0.6069472721721105
H 5.100360794841235 14.836540482512655 1.146347272172111
Cl 3.3077607948412346 18.716340482512656 8.73854727217211
C 2.0531607948412347 17.471240482512655 7.23974727217211
C 0.6999607948412336 17.661740482512656 7.204047272172112
H 0.2473607948412333 18.347540482512656 7.86004727217211
C 0.031360794841233997 16.832740482512655 6.192247272172111
H -1.0080392051587665 16.94864048251265 6.0429472721721105
C 0.8162607948412326 16.076140482512656 5.389447272172109
Cl 1.583560794841235 14.701240482512654 3.6957472721721096
C 2.167160794841232 15.944740482512655 5.4708472721721115
Cl 3.911060794841232 14.516540482512655 3.7679472721721083
C 2.8900607948412347 16.624340482512658 6.444647272172109
H 3.942960794841232 16.541640482512655 6.506947272172109
C 1.9318607948412332 13.384940482512656 -0.09465272782788858
C 1.818060794841232 12.126240482512655 -0.7186527278278909
C 0.6111607948412328 11.765740482512653 -1.3556527278278914
C -0.44633920515876646 12.718940482512656 -1.4338527278278903
C 0.8766607948412339 14.341340482512654 -0.13775272782789116
C -0.3059392051587668 14.008240482512656 -0.8154527278278891
C -1.800539205158767 12.657940482512656 -2.0501527278278893
C -1.5805392051587663 14.868340482512655 -1.0633527278278905
C -2.4622392051587667 13.828740482512655 -1.8001527278278893
H 2.8422607948412324 13.620940482512653 0.39804727217211067
H 2.642360794841233 11.471640482512656 -0.7059527278278885
H 0.4879607948412339 10.791840482512656 -1.762152727827889
H 1.013160794841232 15.265340482512654 0.34054727217210967
H -2.2077392051587665 11.850340482512655 -2.5882527278278893
H -1.3387392051587668 15.681040482512655 -1.7137527278278917
H -2.0167392051587676 15.205240482512655 -0.15555272782788876
H -3.4383392051587673 14.030040482512655 -2.134452727827888
Cl 10.199660794841234 11.332040482512655 -4.458952727827889
C 9.183060794841234 12.018440482512654 -6.579152727827889
C 7.974460794841233 12.548840482512654 -6.275952727827889
H 7.604960794841235 12.587940482512655 -5.282252727827888
C 7.197960794841235 12.976440482512656 -7.438952727827889
H 6.233360794841234 13.348240482512656 -7.33045272782789
C 7.698560794841233 12.923040482512656 -8.71515272782789
Cl 7.673060794841232 13.244240482512653 -11.17945272782789
C 8.892760794841232 12.419340482512654 -8.93465272782789
Cl 9.835960794841233 12.288540482512653 -11.18045272782789
C 9.708760794841234 11.926440482512655 -7.881152727827891
H 10.620060794841232 11.499440482512655 -8.08175272782789
Cl 12.427860794841232 7.156240482512656 3.63604727217211
C 12.287860794841235 7.854840482512655 1.5199472721721108
C 10.970960794841234 8.238440482512656 1.2728472721721111
H 10.228160794841232 8.186940482512655 2.036047272172109
C 10.751460794841234 8.754640482512654 -0.053252727827889146
H 9.746560794841232 9.071440482512655 -0.292652727827889
C 11.816060794841233 8.864440482512654 -0.9863527278278887
Cl 10.374660794841231 9.793340482512656 -2.83485272782789
C 13.008860794841235 8.467540482512655 -0.6269527278278915
Cl 13.654860794841232 9.079040482512655 -2.672252727827889
C 13.354960794841235 7.914140482512655 0.5989472721721114
H 14.386860794841231 7.578340482512656 0.8790472721721088
Cl 14.186260794841234 10.410440482512653 10.696747272172107
C 13.194560794841232 9.224640482512656 9.26144727217211
C 12.996360794841232 7.8881404825126555 9.09024727217211
H 13.399060794841231 7.2139404825126565 9.804647272172108
C 12.266560794841235 7.442840482512656 7.920847272172111
H 12.099460794841233 6.425040482512655 7.67274727217211
C 11.726860794841235 8.464840482512654 7.134047272172111
Cl 10.453260794841233 7.649340482512654 4.92124727217211
C 11.832760794841233 9.814540482512653 7.255547272172109
Cl 10.493260794841232 10.044040482512655 5.3909472721721095
C 12.628860794841232 10.196640482512654 8.379047272172109
H 12.825560794841232 11.239440482512654 8.531647272172108
Cl 12.936160794841234 15.832840482512657 -4.693452727827889
C 11.521660794841234 16.248240482512657 -6.670752727827889
C 10.479460794841232 15.385840482512654 -6.6898527278278905
H 10.366560794841233 14.688340482512656 -5.930652727827891
C 9.510960794841234 15.568540482512654 -7.810252727827891
H 8.663560794841233 14.961040482512656 -7.95675272782789
C 9.812460794841234 16.529440482512655 -8.70135272782789
Cl 9.590260794841234 18.058140482512655 -10.72525272782789
C 10.872560794841233 17.362440482512653 -8.70865272782789
Cl 11.646460794841234 19.149540482512656 -10.24135272782789
